1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.082898332200703750e-01 2.700552475389536689e+00 5.053699109613237539e+00 6.161842367484655393e-04 7.981660536934335193e-01 1.471599454345703998e+05 5.735473823499186983e+04 -2.127250168278337128e+00 2.528515666939867401e+00 3.000000000000000000e+00
2.148374784411500316e-01 5.372759445825813884e+00 8.401251924823860406e+00 3.180687221012177602e-04 5.610283013869292734e-01 1.034364853515624709e+05 6.326867038889296236e+04 -1.005490768178771699e+00 -9.884632366937400327e-01 3.000000000000000000e+00
5.270706959972073502e-01 2.506283094534886402e+00 6.594399712958979087e+00 6.979401929847790656e-04 8.058194417644131136e-01 1.503898285725912719e+05 5.609296651683864184e+04 -2.249073340307271796e+00 3.062558668467280754e+00 3.000000000000000000e+00
6.006506544030973949e-01 1.797121452607554959e+00 2.187844175327039231e+00 2.553354300205098060e-03 8.606946768700692862e-01 1.541894778747559176e+05 5.432743663991193898e+04 -2.403790235282948995e+00 3.782721679484793320e+00 3.000000000000000000e+00
5.442283896219100026e-01 2.377073512897984298e+00 9.385342215313368541e+00 3.553480458005140569e-04 8.204929966520276841e-01 1.496241710510254779e+05 5.627964568566865637e+04 -2.217351057735440722e+00 2.921149837498486335e+00 3.000000000000000000e+00
5.375737146523749121e-01 2.336703549542504366e+00 4.847361736333111182e+00 5.007181054867333204e-04 8.304608196554014166e-01 1.467141741841635085e+05 5.675251631423358776e+04 -2.101173356387878499e+00 2.424081465984097683e+00 3.000000000000000000e+00
6.521669421290967605e-01 1.641418217882718134e+00 5.005669952128875444e+00 1.047155422220717074e-03 8.812228181440999730e-01 1.612768473815919133e+05 5.118796307778694609e+04 -2.759532862244970630e+00 5.619340582689405394e+00 3.000000000000000000e+00
5.178103491526608870e-01 2.506991689999398254e+00 4.395954630876152791e+00 7.176989368923006232e-04 8.126304813652736048e-01 1.475143163146974111e+05 5.699211508782197052e+04 -2.136928364231656996e+00 2.571327351859197030e+00 3.000000000000000000e+00
5.050211482071755853e-01 2.697027301621445439e+00 5.526066161639541008e+00 3.802871133981683372e-04 7.999854137160995471e-01 1.448830012003581214e+05 5.796158581889650668e+04 -2.043946173870694327e+00 2.181352768070615511e+00 3.000000000000000000e+00
6.548569432681241587e-01 1.493885827429378477e+00 4.409911080680044115e+00 1.481905843026531337e-03 8.933439501007356398e-01 1.589330431925457087e+05 5.200731058063484670e+04 -2.626834659655502335e+00 4.906332139022255845e+00 3.000000000000000000e+00
5.835959294933605879e-01 1.706664128810757353e+00 3.012913008627379874e+00 2.229862495307759207e-03 8.764584930195781221e-01 1.539927261759440880e+05 5.403850792795018060e+04 -2.388832653534214145e+00 3.712693805338335373e+00 3.000000000000000000e+00
6.785471145978774210e-01 1.394773251706617589e+00 2.200455824171382524e+00 1.307193799415779130e-03 9.055822860545971187e-01 1.611064559224447585e+05 5.095672215118218446e+04 -2.743831399348703126e+00 5.534945924203263701e+00 3.000000000000000000e+00
3.202293528553092350e-01 4.135023193013950937e+00 1.581962011466633378e+01 2.504655986297266352e-04 6.696259366226829934e-01 1.227115259399413771e+05 6.243017047649755114e+04 -1.414999384447176212e+00 5.051787201196145105e-03 3.000000000000000000e+00
2.014534119861393635e-01 5.284982217461998033e+00 1.232596674191769814e+01 2.539510937312975530e-04 5.701811194112311743e-01 9.565557356770827028e+04 6.166558826859318651e+04 -8.484123209795572107e-01 -1.274474888099517145e+00 3.000000000000000000e+00
6.966946030904351828e-01 1.361599322410943502e+00 1.545126308937015969e+00 1.747539302369563842e-03 9.064523301804433553e-01 1.648942785746257869e+05 4.916919145899228897e+04 -2.976542287261861208e+00 6.864129243831438743e+00 3.000000000000000000e+00
5.815113170009400534e-01 2.008540704254330400e+00 2.364376423360499135e+00 1.321103113197160100e-03 8.568408508517656452e-01 1.516172550659180270e+05 5.510854410875942995e+04 -2.291022265092061527e+00 3.256618945781754704e+00 3.000000000000000000e+00
3.884016703046064278e-01 3.464521006411539705e+00 8.422642603658738736e+00 4.546333898950752329e-04 7.261110851638448160e-01 1.323531768086752272e+05 6.092302648879720800e+04 -1.658319055147506438e+00 7.540074819427480257e-01 3.000000000000000000e+00
5.114533395490356016e-01 2.293712479369806267e+00 3.822666444504954519e+00 1.155036639369570219e-03 8.267516350528076874e-01 1.429730599263510376e+05 5.802788907156688219e+04 -1.971657480255499362e+00 1.892618653172482013e+00 3.000000000000000000e+00
2.948657915531750495e-01 4.335241562096495471e+00 1.089121753699157225e+01 3.989269394061265321e-04 6.544067018093191468e-01 1.176086529134114244e+05 6.274923232723247202e+04 -1.296726233288390873e+00 -3.155076064439290562e-01 3.000000000000000000e+00
7.312584797808784343e-01 1.092264886060467566e+00 1.740846408338887263e+00 2.924826068341434670e-03 9.266508255032672725e-01 1.652032617187500582e+05 4.874198091525336349e+04 -2.990971412531215012e+00 6.951008416342714824e+00 3.000000000000000000e+00
5.260868933542108827e-01 2.436273877605863447e+00 4.786964933328675009e+00 5.897764026746999799e-04 8.184016402909874977e-01 1.478406274312338210e+05 5.686510812494658603e+04 -2.148478270919852218e+00 2.620213819310729164e+00 3.000000000000000000e+00
5.882362812052635004e-01 1.882078479534039062e+00 5.035738353868755901e+00 1.047111000603511907e-03 8.652318010386966796e-01 1.553615203348796349e+05 5.394226730716417660e+04 -2.458477398004542014e+00 4.047912827645208544e+00 3.000000000000000000e+00
6.123325759222078002e-01 1.869737174765569110e+00 2.446184370888104809e+00 7.685456619514505032e-04 8.666276242711267175e-01 1.566754617309570895e+05 5.345972972278483212e+04 -2.521953849638933320e+00 4.363948028158321613e+00 3.000000000000000000e+00
3.035106642852538061e-01 4.238769978996877796e+00 8.739794018583127766e+00 3.735605722761099041e-04 6.656169163056171456e-01 1.183027936604817369e+05 6.262523308431581972e+04 -1.311568401796014305e+00 -2.762357836540116907e-01 3.000000000000000000e+00
5.462741095412961823e-01 2.346890141265832064e+00 3.573661324804208395e+00 6.145067368043066009e-04 8.302093723564564209e-01 1.502990390218099928e+05 5.609511579784364585e+04 -2.244715148021167117e+00 3.042573492948910996e+00 3.000000000000000000e+00
